Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
3028       | -111.67         | 6.68           
3029       | -85.80          | 11.12          
3030       | -85.56          | 22.59          
3031       | -103.24         | 15.90          
3032       | -112.51         | 7.86           
3033       | -107.58         | 12.03          
3034       | -87.92          | 11.72          
3035       | -103.55         | -2.47          
3036       | -121.83         | 4.35           
3037       | -87.72          | 20.26          
3038       | -138.50         | 0.77           
3039       | -94.48          | 2.92           
3040       | -94.42          | 3.37           
3041       | -116.08         | 4.20           
3042       | -105.27         | 3.33           
3043       | -94.81          | 9.68           
3044       | -77.79          | 17.42          
3045       | -94.80          | 8.48           
3046       | -110.63         | 0.00           
3047       | -112.38         | 8.32           
3048       | -90.39          | 9.71           
3049       | -115.04         | 0.31           
3050       | -103.99         | 5.15           
3051       | -89.27          | 15.55          
3052       | -97.56          | -2.50          
3053       | -106.55         | 4.29           
3054       | -109.59         | -3.54          
3055       | -107.10         | -5.01          
3056       | -79.48          | 13.14          
3057       | -101.56         | -3.64          
3058       | -125.98         | 3.18           
3059       | -123.88         | -3.24          
3060       | -109.06         | 5.19           
3061       | -100.29         | 13.81          
3062       | -116.65         | 8.60           
3063       | -79.93          | 11.18          
3064       | -112.63         | 8.60           
3065       | -110.53         | 9.62           
3066       | -89.05          | 9.28           
3067       | -112.06         | 9.52           
3068       | -105.37         | 2.48           
3069       | -102.62         | 17.00          
3070       | -94.33          | 6.68           
3071       | -113.22         | 2.81           
3072       | -103.58         | 6.17           
3073       | -119.13         | 0.65           
3074       | -120.86         | 3.13           
3075       | -74.19          | 14.75          
3076       | -97.54          | 10.70          
3077       | -107.65         | -2.02          
3078       | -116.91         | -5.80          
3079       | -124.85         | 2.29           
3080       | -88.19          | 13.39          
3081       | -104.70         | 2.27           
3082       | -109.87         | 12.00          
3083       | -134.08         | 0.84           
3084       | -105.78         | 2.39           
3085       | -87.32          | 9.42           
3086       | -100.97         | 5.31           
3087       | -95.65          | 13.09          
3088       | -108.63         | -5.44          
3089       | -81.61          | 22.53          
3090       | -82.70          | 16.41          
3091       | -116.15         | 10.02          
3092       | -104.94         | 2.09           
3093       | -109.56         | 9.21           
3094       | -98.41          | 20.15          
3095       | -111.84         | 4.18           
3096       | -98.09          | 8.35           
3097       | -133.66         | -1.72          
3098       | -113.81         | -7.19          
3099       | -100.48         | -5.37          
3100       | -109.40         | 3.60           
3101       | -103.50         | 13.06          
3102       | -106.27         | 11.94          
3103       | -121.34         | 4.15           
3104       | -82.75          | 29.55          
3105       | -105.39         | 4.90           
3106       | -104.54         | 12.87          
3107       | -123.90         | 0.52           
3108       | -104.35         | -0.42          
3109       | -126.75         | -7.54          
3110       | -108.89         | 8.33           
3111       | -97.21          | -11.48         
3112       | -106.52         | 11.56          
3113       | -107.17         | 6.84           
3114       | -72.49          | 29.55          
3115       | -104.87         | -1.45          
3116       | -125.02         | -6.68          
3117       | -111.03         | 8.48           
3118       | -119.22         | 4.39           
3119       | -103.37         | -0.79          
3120       | -122.43         | 6.47           
3121       | -111.69         | -1.20          
3122       | -111.23         | -4.68          
3123       | -128.37         | -4.79          
3124       | -100.52         | -1.62          
3125       | -133.23         | 7.72           
3126       | -102.51         | 9.27           
3127       | -240.00         | 22.66          
3128       | -87.48          | -9.51          
3129       | -110.49         | 11.04          
3130       | -106.49         | -1.90          
3131       | -116.64         | -1.87          
3132       | -122.62         | -9.65          
3133       | -110.67         | 1.66           
3134       | -99.03          | 11.24          
3135       | -113.86         | 2.01           
3136       | -78.66          | 27.96          
3137       | -240.00         | 6.01           
3138       | -240.00         | 10.93          
3139       | -101.92         | 3.58           
3140       | -118.42         | 2.68           
3141       | -109.21         | -0.80          
3142       | -112.45         | 6.30           
3143       | -106.39         | 14.51          
3144       | -108.95         | 4.72           
3145       | -108.62         | 4.53           
3146       | -106.85         | 4.91           
3147       | -94.45          | 8.45           
3148       | -122.61         | 2.33           
3149       | -87.49          | 9.75           
3150       | -108.89         | 11.77          
3151       | -101.24         | 18.16          
3152       | -110.35         | 9.48           
3153       | -99.58          | 13.51          
3154       | -98.57          | -4.73          
3155       | -81.99          | 18.84          
3156       | -110.86         | 3.49           
3157       | -102.14         | 12.28          
3158       | -92.03          | 16.20          
3159       | -80.09          | 13.15          
3160       | -104.72         | 7.39           
3161       | -90.39          | 6.20           
3162       | -96.52          | 1.57           
3163       | -100.33         | 10.03          
3164       | -106.94         | -1.24          
3165       | -96.70          | 5.73           
3166       | -103.81         | 7.66           
3167       | -90.81          | 16.19          
3168       | -104.85         | 13.85          
3169       | -72.35          | 24.75          
3170       | -119.85         | 9.46           
3171       | -105.78         | 3.70           
3172       | -93.35          | -5.04          
3173       | -106.17         | -5.65          
3174       | -104.13         | 5.08           
3175       | -96.80          | 6.63           
3176       | -106.98         | 2.15           
3177       | -103.88         | 4.41           
3178       | -98.83          | 11.25          
3179       | -103.35         | 22.26          
3180       | -68.93          | 15.17          
3181       | -121.30         | -3.92          
3182       | -102.43         | 4.27           
3183       | -102.58         | -1.80          
3184       | -120.67         | 4.19           
3185       | -100.46         | 6.18           
3186       | -81.14          | 26.62          
3187       | -110.06         | 6.83           
3188       | -111.59         | -1.39          
3189       | -76.43          | 27.88          
3190       | -113.43         | 5.96           
3191       | -109.67         | 11.46          
3192       | -72.95          | 20.55          
3193       | -84.85          | 14.19          
3194       | -117.32         | 3.54           
3195       | -117.25         | -9.06          
3196       | -118.78         | 4.83           
3197       | -96.81          | 4.61           
3198       | -133.22         | -2.13          
3199       | -109.99         | -10.60         
3200       | -117.45         | 5.91           
3201       | -94.38          | 9.72           
3202       | -102.93         | 8.72           
3203       | -108.55         | 15.49          
3204       | -116.99         | 10.56          
3205       | -102.46         | 7.31           
3206       | -100.32         | 12.00          
3207       | -87.36          | 28.09          
3208       | -94.85          | 12.27          
3209       | -93.43          | 6.05           
3210       | -102.65         | 4.97           
3211       | -114.96         | -0.52          
3212       | -80.05          | 17.41          
3213       | -111.02         | 6.52           
3214       | -95.52          | -0.81          
3215       | -85.92          | 20.32          
3216       | -113.35         | 12.23          
3217       | -107.00         | 0.76           
3218       | -85.92          | 8.52           
3219       | -87.56          | 14.35          
3220       | -124.20         | 0.51           
3221       | -102.41         | -8.75          
3222       | -100.97         | 5.14           
3223       | -124.45         | 2.70           
3224       | -103.19         | 10.10          
3225       | -79.98          | 20.85          
3226       | -116.89         | -10.45         
3227       | -136.30         | -0.43          
3228       | -123.47         | 4.39           
3229       | -111.83         | 8.49           
3230       | -106.25         | 7.06           
3231       | -75.38          | 15.45          
3232       | -98.19          | 12.59          
3233       | -121.36         | -3.18          
3234       | -98.28          | 10.95          
3235       | -87.87          | 7.92           
3236       | -107.96         | 4.97           
3237       | -99.40          | 16.15          
3238       | -92.86          | 16.66          
3239       | -98.82          | 4.82           
3240       | -84.21          | 24.72          
3241       | -126.64         | 4.37           
3242       | -111.56         | 6.25           
3243       | -87.39          | 13.08          
3244       | -94.20          | 5.13           
3245       | -84.73          | 26.74          
3246       | -103.91         | -0.10          
3247       | -112.00         | -2.16          
3248       | -83.62          | 20.07          
3249       | -102.18         | 7.35           
3250       | -120.38         | 5.43           
3251       | -87.01          | 21.80          
3252       | -92.16          | 3.71           
3253       | -127.82         | -8.21          
3254       | -96.64          | -4.77          
3255       | -118.73         | -6.73          
3256       | -105.43         | 3.15           
3257       | -127.78         | -12.50         
3258       | -109.25         | -15.43         
3259       | -118.48         | -5.51          
3260       | -96.95          | 9.27           
3261       | -100.86         | 4.05           
3262       | -240.00         | 13.07          
3263       | -107.52         | 11.64          
3264       | -82.70          | 11.87          
3265       | -102.03         | 8.68           
3266       | -98.91          | 12.17          
3267       | -99.90          | 5.86           
3268       | -119.30         | 1.88           
3269       | -115.81         | -5.02          
3270       | -119.84         | -9.45          
3271       | -95.40          | 10.32          
3272       | -113.64         | 2.92           
3273       | -64.85          | 16.45          
3274       | -103.19         | 0.97           
3275       | -126.95         | 0.73           
3276       | -115.57         | 3.12           
3277       | -93.59          | 7.64           
3278       | -101.98         | -1.79          
3279       | -105.02         | 14.43          
3280       | -92.25          | 12.85          
3281       | -93.05          | -0.28          
3282       | -111.00         | 3.11           
3283       | -96.78          | 6.37           
3284       | -95.85          | 15.74          
3285       | -129.89         | 2.24           
3286       | -116.01         | -2.72          
3287       | -80.31          | 12.00          
3288       | -98.15          | 4.41           
3289       | -117.69         | -4.96          
3290       | -108.63         | -3.30          
3291       | -106.90         | 3.78           
3292       | -117.37         | -0.22          
3293       | -105.25         | 16.73          
3294       | -104.29         | 11.37          
3295       | -92.11          | 18.89          
3296       | -108.50         | -0.99          
3297       | -96.58          | 14.36          
3298       | -119.37         | -3.23          
3299       | -121.62         | 1.07           
3300       | -106.01         | 9.31           
3301       | -101.14         | 8.81           
3302       | -94.02          | 5.87           
3303       | -116.64         | 8.18           
3304       | -89.39          | 4.53           
3305       | -110.14         | 9.50           
3306       | -98.61          | 2.27           
3307       | -100.16         | 15.91          
3308       | -113.32         | 10.41          
3309       | -83.56          | -4.16          
3310       | -100.31         | -18.88         
3311       | -122.22         | 3.77           
3312       | -115.91         | 7.62           
3313       | -95.21          | 5.80           
3314       | -70.36          | 20.81          
3315       | -110.20         | 11.27          
3316       | -124.36         | -3.32          
3317       | -100.94         | 12.31          
3318       | -84.65          | 9.95           
3319       | -95.63          | 15.05          
3320       | -99.96          | -12.85         
3321       | -96.85          | 7.97           
3322       | -108.98         | 7.02           
3323       | -107.87         | -4.94          
3324       | -80.05          | 22.90          
3325       | -105.26         | 15.86          
3326       | -118.94         | 12.63          
3327       | -124.30         | 0.43           
3328       | -109.46         | -0.22          
3329       | -100.46         | 4.47           
3330       | -117.63         | 11.08          
3331       | -109.03         | -0.20          
3332       | -105.12         | 7.08           
3333       | -106.70         | -9.36          
3334       | -104.06         | 5.65           
3335       | -98.77          | 15.15          
3336       | -100.89         | 12.32          
3337       | -99.02          | -11.14         
3338       | -117.23         | 5.97           
3339       | -101.73         | 9.84           
3340       | -75.22          | 29.16          
3341       | -113.83         | 11.60          
3342       | -118.32         | 3.20           
3343       | -90.69          | 12.99          
3344       | -113.82         | 2.38           
3345       | -110.03         | 11.77          
3346       | -94.32          | 12.73          
3347       | -108.43         | 11.80          
3348       | -118.06         | 4.61           
3349       | -134.33         | 4.26           
3350       | -88.74          | 16.72          
3351       | -106.53         | 0.28           
3352       | -115.69         | -0.74          
3353       | -110.66         | -7.48          
3354       | -117.70         | 6.10           
3355       | -110.70         | -1.53          
3356       | -240.00         | 20.92          
3357       | -113.85         | 9.62           
3358       | -98.26          | 3.20           
3359       | -115.08         | 7.96           
3360       | -114.71         | 1.93           
3361       | -97.54          | 0.07           
3362       | -87.31          | 26.12          
3363       | -119.70         | 0.17           
3364       | -90.82          | 25.95          
3365       | -97.67          | 0.13           
3366       | -111.48         | 3.69           
3367       | -103.20         | 14.60          
3368       | -114.35         | 3.87           
3369       | -90.13          | 13.05          
3370       | -111.73         | 4.30           
3371       | -91.40          | 7.07           
3372       | -91.78          | 15.54          
3373       | -111.44         | 4.89           
3374       | -113.22         | 10.74          
3375       | -108.10         | -0.46          
3376       | -120.13         | -0.82          
3377       | -92.30          | 12.34          
3378       | -99.49          | 12.89          
3379       | -101.96         | 18.91          
3380       | -103.20         | 11.32          
3381       | -99.75          | 16.96          
3382       | -120.91         | 0.23           
3383       | -146.21         | 12.91          
3384       | -95.28          | 28.78          
3385       | -69.48          | 17.25          
3386       | -123.34         | -12.27         
3387       | -107.13         | 4.85           
3388       | -131.89         | 1.29           
3389       | -102.88         | 15.01          
3390       | -93.82          | 10.74          
3391       | -105.60         | 4.19           
3392       | -108.83         | 3.58           
3393       | -80.76          | 24.49          
3394       | -96.97          | -8.13          
3395       | -95.20          | 14.69          
3396       | -112.86         | 17.93          
3397       | -100.47         | -18.42         
3398       | -113.56         | 12.32          
3399       | -118.48         | -4.97          
3400       | -92.45          | 14.73          
3401       | -107.87         | 11.22          
3402       | -94.77          | 11.43          
3403       | -102.40         | 15.73          
3404       | -100.25         | -0.68          
3405       | -121.30         | 1.41           
3406       | -95.31          | 6.16           
3407       | -106.62         | -11.81         
3408       | -116.57         | 0.68           
3409       | -105.42         | 13.75          
3410       | -125.35         | -5.99          
3411       | -109.03         | 0.17           
3412       | -118.54         | 0.01           
3413       | -94.02          | 20.29          
3414       | -100.11         | 4.35           
3415       | -119.87         | 4.62           
3416       | -115.56         | 10.06          
3417       | -116.87         | -4.13          
3418       | -74.80          | 0.70           
3419       | -109.69         | 8.08           
3420       | -103.94         | 11.95          
3421       | -126.25         | 2.63           
3422       | -109.71         | 6.89           
3423       | -104.48         | 6.97           
3424       | -98.02          | -0.16          
3425       | -117.75         | 12.33          
3426       | -120.90         | 2.23           
3427       | -123.33         | 5.41           
3428       | -100.46         | 7.12           
3429       | -105.17         | 5.12           
3430       | -91.62          | 1.36           
3431       | -105.60         | -0.23          
3432       | -124.08         | -13.52         
3433       | -126.48         | 2.00           
3434       | -123.13         | 4.78           
3435       | -93.16          | 6.99           
3436       | -130.57         | 9.35           
3437       | -94.11          | 5.58           
3438       | -112.68         | 0.23           
3439       | -122.28         | 6.70           
3440       | -100.20         | 0.32           
3441       | -105.79         | 0.02           
3442       | -73.36          | 26.42          
3443       | -119.67         | 7.52           
3444       | -84.16          | 12.20          
3445       | -125.01         | -4.42          
3446       | -112.08         | -0.51          
3447       | -102.94         | -12.25         
3448       | -110.63         | -4.08          
3449       | -83.89          | 16.94          
3450       | -116.25         | 3.69           
3451       | -128.69         | 1.11           
3452       | -114.13         | -16.77         
3453       | -240.00         | 1.47           
3454       | -115.68         | 5.95           
3455       | -119.22         | -9.02          
3456       | -109.04         | -1.39          
3457       | -114.20         | 2.28           
3458       | -95.78          | 13.73          
3459       | -128.52         | 1.71           
3460       | -101.12         | -12.28         
3461       | -108.36         | 14.06          
3462       | -98.05          | 15.43          
3463       | -85.21          | 13.24          
3464       | -107.16         | 4.81           
3465       | -129.40         | 7.62           
3466       | -113.72         | -2.78          
3467       | -90.62          | 21.00          
3468       | -95.92          | -3.37          
3469       | -124.77         | 0.89           
3470       | -100.84         | -13.01         
3471       | -93.30          | -2.38          
3472       | -114.38         | 3.87           
3473       | -87.28          | 0.84           
3474       | -99.67          | 5.41           
3475       | -130.55         | -0.88          
3476       | -91.47          | 10.92          
3477       | -113.12         | 8.73           
3478       | -114.97         | 2.03           
3479       | -112.62         | 5.98           
3480       | -111.33         | 0.22           
3481       | -120.65         | 0.81           
3482       | -103.71         | 12.60          
3483       | -135.99         | -6.24          
3484       | -104.89         | 12.64          
3485       | -105.97         | 9.51           
3486       | -95.76          | 2.69           
3487       | -107.93         | 2.70           
3488       | -87.31          | -5.09          
3489       | -72.26          | 16.14          
3490       | -141.20         | -9.43          
3491       | -82.14          | 14.28          
3492       | -102.48         | 2.49           
3493       | -109.11         | 8.80           
3494       | -103.19         | -2.30          
3495       | -95.17          | 7.32           
3496       | -96.80          | -10.17         
3497       | -98.00          | 3.04           
3498       | -94.95          | 16.65          
3499       | -109.30         | 11.22          
3500       | -112.60         | -1.26          
3501       | -79.45          | 24.98          
3502       | -123.56         | -7.37          
3503       | -104.36         | 15.58          
3504       | -90.43          | 22.03          
3505       | -112.07         | 1.24           
3506       | -97.12          | 15.16          
3507       | -115.18         | 5.28           
3508       | -70.53          | 23.01          
3509       | -110.74         | 3.80           
3510       | -87.33          | 6.77           
3511       | -117.65         | 5.94           
3512       | -101.69         | 4.02           
3513       | -114.77         | -1.23          
3514       | -111.95         | 5.79           
3515       | -108.90         | 20.40          
3516       | -100.70         | 7.89           
3517       | -105.76         | 6.83           
3518       | -102.59         | 6.58           
3519       | -86.78          | -13.24         
3520       | -116.48         | -13.52         
3521       | -113.47         | 9.49           
3522       | -125.16         | 3.57           
3523       | -111.74         | 3.85           
3524       | -106.34         | 4.71           
3525       | -87.22          | 15.52          
3526       | -114.96         | 8.71           
3527       | -90.15          | -9.51          
3528       | -240.00         | 15.33          
3529       | -87.14          | 21.79          
3530       | -94.94          | 13.46          
3531       | -97.41          | 8.08           
3532       | -105.35         | -6.06          
3533       | -88.91          | 13.78          
3534       | -117.15         | -8.07          
3535       | -103.91         | 8.81           
3536       | -106.45         | 2.79           
3537       | -75.20          | 27.40          
3538       | -84.48          | 21.17          
3539       | -72.86          | 12.09          
3540       | -75.03          | 25.26          
3541       | -112.74         | -6.14          
3542       | -111.23         | 10.54          
3543       | -114.60         | -7.25          
3544       | -113.94         | -6.89          
3545       | -98.85          | 3.97           
3546       | -96.92          | 8.45           
3547       | -104.06         | -4.69          
3548       | -110.98         | 3.68           
3549       | -93.75          | -9.40          
3550       | -107.78         | 14.48          
3551       | -98.64          | 3.98           
3552       | -105.56         | 11.66          
3553       | -82.37          | 25.86          
3554       | -104.56         | 8.19           
3555       | -90.15          | 18.94          
3556       | -102.89         | 6.24           
3557       | -84.91          | 31.52          
3558       | -107.66         | -11.86         
3559       | -99.43          | 8.61           
3560       | -97.35          | -8.12          
3561       | -108.82         | 8.35           
3562       | -125.42         | 4.32           
3563       | -114.98         | 11.60          
3564       | -99.33          | 9.31           
3565       | -99.97          | -5.94          
3566       | -240.00         | 12.60          
3567       | -78.99          | 26.13          
3568       | -79.75          | 27.33          
3569       | -109.69         | 4.46           
3570       | -110.32         | -12.79         
3571       | -124.54         | 7.19           
3572       | -114.84         | 0.56           
3573       | -111.97         | 7.56           
3574       | -81.83          | 11.62          
3575       | -81.70          | 17.89          
3576       | -105.15         | 9.87           
3577       | -106.69         | -7.16          
3578       | -112.37         | -7.01          
3579       | -123.72         | 2.17           
3580       | -121.03         | 1.95           
3581       | -114.33         | 6.00           
3582       | -99.44          | 14.53          
3583       | -110.76         | -1.76          
3584       | -104.84         | 1.70           
3585       | -107.10         | 16.56          
3586       | -95.00          | 8.02           
3587       | -106.74         | -6.53          
3588       | -81.35          | 7.31           
3589       | -80.06          | 10.70          
3590       | -104.47         | 10.28          
3591       | -82.11          | 12.38          
3592       | -78.87          | 8.24           
3593       | -118.37         | 10.80          
3594       | -93.42          | 12.02          
3595       | -75.62          | 19.99          
3596       | -99.82          | 10.89          
3597       | -115.34         | -5.94          
3598       | -104.62         | 5.18           
3599       | -117.12         | 4.43           
3600       | -105.37         | 9.50           
3601       | -120.48         | 9.38           
3602       | -88.66          | 8.70           
3603       | -113.30         | 1.37           
3604       | -120.48         | -4.75          
3605       | -75.39          | 27.80          
3606       | -102.63         | -8.68          
3607       | -240.00         | 16.30          
3608       | -240.00         | 15.49          
3609       | -117.68         | 8.89           
3610       | -115.51         | 7.68           
3611       | -119.35         | -0.66          
3612       | -118.99         | -3.98          
3613       | -82.70          | -11.66         
3614       | -117.25         | 5.92           
3615       | -117.97         | -1.77          
3616       | -123.75         | -4.21          
3617       | -105.09         | 11.14          
3618       | -76.52          | 16.65          
3619       | -103.15         | 1.26           
3620       | -119.39         | 6.66           
3621       | -114.00         | 0.89           
3622       | -108.13         | 7.41           
3623       | -115.20         | -6.55          
3624       | -108.74         | -7.14          
3625       | -104.05         | 3.54           
3626       | -114.06         | 7.20           
3627       | -109.09         | 18.70          
3628       | -104.02         | -2.37          
3629       | -109.99         | 6.38           
3630       | -86.35          | 16.10          
3631       | -103.31         | 6.63           
3632       | -113.42         | 8.62           
3633       | -96.10          | 6.69           
3634       | -90.86          | 12.06          
3635       | -91.44          | -2.14          
3636       | -100.92         | 14.61          
3637       | -128.82         | 1.91           
3638       | -102.71         | -5.83          
3639       | -80.44          | 17.22          
3640       | -125.23         | 1.96           
3641       | -101.74         | 11.37          
3642       | -114.45         | 1.96           
3643       | -80.99          | 17.20          
3644       | -111.51         | 5.62           
3645       | -86.54          | 13.60          
3646       | -111.28         | 12.59          
3647       | -97.91          | 6.33           
3648       | -111.77         | -4.45          
3649       | -87.51          | 16.03          
3650       | -80.20          | 16.89          
3651       | -71.19          | 13.43          
3652       | -95.10          | 8.44           
3653       | -111.56         | -6.30          
3654       | -112.36         | 3.84           
3655       | -114.41         | 13.45          
3656       | -96.01          | 1.89           
3657       | -106.68         | -9.30          
3658       | -103.52         | 12.66          
3659       | -113.98         | 12.35          
3660       | -77.61          | 14.58          
3661       | -69.18          | 27.56          
3662       | -108.16         | 7.69           
3663       | -102.67         | -0.00          
3664       | -97.38          | 8.93           
3665       | -85.24          | 9.99           
3666       | -115.70         | 16.25          
3667       | -88.62          | 13.21          
3668       | -100.67         | 10.44          
3669       | -114.44         | 4.40           
3670       | -80.51          | 12.11          
3671       | -79.00          | 27.78          
3672       | -63.54          | 18.97          
3673       | -116.54         | 9.27           
3674       | -85.54          | 8.98           
3675       | -122.93         | -10.25         
3676       | -73.21          | 28.65          
3677       | -113.33         | 15.75          
3678       | -116.05         | 3.79           
3679       | -106.69         | 6.78           
3680       | -118.11         | -3.87          
3681       | -103.25         | 13.81          
3682       | -94.75          | 13.54          
3683       | -96.24          | -0.80          
3684       | -127.34         | -4.14          
3685       | -76.19          | 19.41          
3686       | -106.50         | 9.21           
3687       | -96.72          | -8.36          
3688       | -100.48         | 5.74           
3689       | -105.78         | 10.23          
3690       | -94.17          | -3.96          
3691       | -101.52         | 11.56          
3692       | -121.61         | 7.79           
3693       | -69.20          | 31.04          
3694       | -109.56         | 3.46           
3695       | -91.08          | 5.42           
3696       | -98.49          | 8.27           
3697       | -240.00         | 10.30          
3698       | -104.54         | 10.77          
3699       | -110.34         | 5.58           
3700       | -86.57          | 14.95          
3701       | -109.30         | 4.18           
3702       | -110.36         | -1.30          
3703       | -111.98         | 9.96           
3704       | -104.80         | -1.22          
3705       | -105.37         | 6.96           
3706       | -112.64         | -5.21          
3707       | -71.87          | 28.01          
3708       | -87.33          | 19.46          
3709       | -94.55          | 5.26           
3710       | -91.94          | -5.20          
3711       | -124.46         | -9.65          
3712       | -76.73          | 17.02          
3713       | -104.28         | 9.00           
3714       | -112.18         | 6.17           
3715       | -112.39         | 2.65           
3716       | -111.98         | -13.54         
3717       | -111.84         | -17.24         
3718       | -97.95          | 8.94           
3719       | -112.58         | 2.87           
3720       | -240.00         | 10.58          
3721       | -77.90          | 10.23          
3722       | -110.12         | -13.32         
3723       | -114.03         | 13.90          
3724       | -90.40          | 10.72          
3725       | -88.17          | 11.73          
3726       | -116.06         | 0.14           
3727       | -116.16         | -3.82          
3728       | -114.33         | -3.56          
3729       | -112.62         | 3.33           
3730       | -109.69         | -1.47          
3731       | -79.01          | 15.08          
3732       | -86.18          | 22.58          
3733       | -90.81          | 17.25          
3734       | -103.97         | 10.94          
3735       | -101.49         | -4.83          
3736       | -120.12         | -2.46          
3737       | -122.86         | -5.81          
3738       | -93.60          | 14.20          
3739       | -106.00         | -2.43          
3740       | -77.23          | 14.97          
3741       | -98.89          | 0.18           
3742       | -107.90         | 16.53          
3743       | -120.60         | 3.91           
3744       | -106.37         | -14.04         
3745       | -114.23         | 8.98           
3746       | -106.26         | 0.89           
3747       | -139.94         | 5.60           
3748       | -98.26          | 12.04          
3749       | -111.76         | 9.44           
3750       | -113.98         | -2.22          
3751       | -89.74          | 17.92          
3752       | -124.01         | -6.70          
3753       | -108.66         | 8.81           
3754       | -99.77          | 1.36           
3755       | -104.81         | 12.27          
3756       | -107.19         | 0.25           
3757       | -123.31         | -3.78          
3758       | -92.51          | 7.00           
3759       | -116.15         | -0.17          
3760       | -112.01         | -2.80          
3761       | -104.52         | 0.10           
3762       | -82.80          | 15.99          
3763       | -115.77         | -10.55         
3764       | -76.65          | 24.53          
3765       | -93.32          | 9.83           
3766       | -109.74         | 12.45          
3767       | -98.60          | 15.40          
3768       | -119.71         | -0.26          
3769       | -124.44         | 2.79           
3770       | -89.18          | 8.77           
3771       | -93.73          | -8.18          
3772       | -114.77         | 12.06          
3773       | -101.42         | 9.42           
3774       | -83.89          | 20.85          
3775       | -115.01         | 4.83           
3776       | -91.78          | -0.54          
3777       | -102.97         | 6.52           
3778       | -130.94         | -9.16          
3779       | -100.24         | -2.10          
3780       | -110.48         | 5.25           
3781       | -89.01          | 30.04          
3782       | -79.57          | 27.29          
3783       | -105.75         | 2.98           
3784       | -107.12         | 8.63           
3785       | -104.55         | 8.13           
3786       | -109.63         | 7.91           
3787       | -104.85         | 1.83           
3788       | -98.14          | 2.05           
3789       | -104.15         | 4.64           
3790       | -113.97         | 2.30           
3791       | -97.23          | -3.20          
3792       | -70.11          | 24.76          
3793       | -106.84         | 0.94           
3794       | -106.29         | 9.12           
3795       | -75.88          | 18.22          
3796       | -99.87          | 12.76          
3797       | -117.64         | -2.68          
3798       | -102.79         | -1.40          
3799       | -100.61         | 9.00           
3800       | -102.50         | 4.82           
3801       | -109.57         | 1.94           
3802       | -112.32         | 8.02           
3803       | -90.63          | 9.51           
3804       | -97.82          | 10.52          
3805       | -110.94         | -17.19         
3806       | -95.87          | -8.70          
3807       | -97.34          | 12.45          
3808       | -120.93         | 4.12           
3809       | -240.00         | 12.82          
3810       | -112.25         | -0.96          
3811       | -140.67         | -0.39          
3812       | -132.82         | -2.19          
3813       | -128.57         | -2.43          
3814       | -93.82          | 9.27           
3815       | -127.11         | 1.98           
3816       | -78.20          | 30.25          
3817       | -81.58          | 17.56          
3818       | -131.64         | 0.52           
3819       | -109.30         | 2.31           
3820       | -102.45         | 14.79          
3821       | -74.86          | 24.65          
3822       | -123.43         | -15.80         
3823       | -112.04         | 12.75          
3824       | -104.80         | 4.03           
3825       | -116.88         | 2.23           
3826       | -107.43         | 6.03           
3827       | -97.53          | 7.68           
3828       | -124.47         | 10.02          
3829       | -94.95          | -5.45          
3830       | -117.13         | 8.59           
3831       | -115.29         | 4.82           
3832       | -99.92          | 4.45           
3833       | -97.47          | 16.23          
3834       | -103.20         | -3.59          
3835       | -66.46          | 26.10          
3836       | -87.05          | 24.37          
3837       | -98.27          | 19.37          
3838       | -77.82          | 29.32          
3839       | -82.50          | 23.40          
3840       | -89.93          | 8.68           
3841       | -73.39          | 25.19          
3842       | -118.52         | 6.05           
3843       | -119.52         | 3.11           
3844       | -117.67         | 10.23          
3845       | -116.11         | -2.76          
3846       | -104.08         | 3.10           
3847       | -106.48         | -1.83          
3848       | -104.20         | 11.65          
3849       | -117.97         | 3.94           
3850       | -110.39         | 2.38           
3851       | -87.50          | 18.09          
3852       | -124.06         | -6.95          
3853       | -98.36          | 9.82           
3854       | -104.50         | -0.58          
3855       | -119.58         | 3.88           
3856       | -106.71         | 19.15          
3857       | -110.25         | -2.47          
3858       | -82.20          | 28.69          
3859       | -110.64         | 7.35           
3860       | -108.31         | 4.76           
3861       | -105.35         | 14.80          
3862       | -112.84         | -3.32          
3863       | -114.85         | 4.43           
3864       | -94.52          | -2.68          
3865       | -112.05         | 8.72           
3866       | -79.63          | 23.57          
3867       | -87.63          | 6.61           
3868       | -122.30         | -3.99          
3869       | -72.89          | 28.47          
3870       | -86.37          | 12.22          
3871       | -116.53         | 5.30           
3872       | -92.71          | 3.78           
3873       | -106.75         | -2.35          
3874       | -91.73          | 3.88           
3875       | -94.65          | -9.80          
3876       | -108.65         | 5.23           
3877       | -110.46         | 10.70          
3878       | -85.36          | 21.10          
3879       | -96.79          | 8.64           
3880       | -87.46          | 6.47           
3881       | -68.35          | 23.93          
3882       | -102.90         | -12.84         
3883       | -119.61         | -8.35          
3884       | -102.04         | 5.28           
3885       | -70.65          | 23.38          
3886       | -115.06         | 3.88           
3887       | -109.04         | 5.34           
3888       | -114.99         | 1.74           
3889       | -104.65         | 9.99           
3890       | -90.96          | 11.43          
3891       | -101.47         | -1.83          
3892       | -101.19         | 13.85          
3893       | -90.25          | 17.74          
3894       | -105.52         | 2.52           
3895       | -119.73         | -15.63         
3896       | -103.22         | 9.16           
