Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
1505       | -94.71          | 10.10          
1506       | -100.15         | 4.41           
1507       | -115.84         | 9.60           
1508       | -80.23          | -0.58          
1509       | -90.81          | 21.06          
1510       | -108.39         | 3.37           
1511       | -104.06         | 0.79           
1512       | -126.34         | -14.64         
1513       | -118.04         | 4.18           
1514       | -122.20         | -1.39          
1515       | -95.85          | -4.25          
1516       | -109.55         | -20.28         
1517       | -89.71          | 7.27           
1518       | -124.95         | 4.40           
1519       | -96.72          | 16.51          
1520       | -116.89         | -1.61          
1521       | -87.52          | 5.49           
1522       | -105.72         | -4.64          
1523       | -108.77         | 6.80           
1524       | -69.67          | 18.73          
1525       | -110.66         | 8.94           
1526       | -101.52         | 7.10           
1527       | -96.89          | 16.25          
1528       | -110.18         | 3.52           
1529       | -87.62          | -8.05          
1530       | -109.23         | -17.46         
1531       | -97.73          | 0.24           
1532       | -111.04         | 9.46           
1533       | -98.36          | 21.86          
1534       | -116.02         | -3.21          
1535       | -98.68          | 12.97          
1536       | -107.80         | 10.77          
1537       | -111.47         | 4.13           
1538       | -94.36          | 11.66          
1539       | -98.77          | 5.96           
1540       | -106.79         | 5.55           
1541       | -104.31         | -4.69          
1542       | -91.37          | 9.40           
1543       | -97.61          | 14.59          
1544       | -112.34         | 1.43           
1545       | -102.53         | 8.68           
1546       | -100.88         | 7.61           
1547       | -108.39         | -3.60          
1548       | -95.53          | 12.81          
1549       | -100.76         | 9.76           
1550       | -118.70         | 3.57           
1551       | -108.97         | 2.74           
1552       | -135.03         | 7.13           
1553       | -117.47         | -6.49          
1554       | -76.69          | 27.14          
1555       | -89.39          | -0.95          
1556       | -77.29          | 23.75          
1557       | -98.13          | -1.63          
1558       | -109.20         | -1.85          
1559       | -121.30         | 11.99          
1560       | -120.84         | -24.22         
1561       | -117.71         | -0.51          
1562       | -108.20         | 8.59           
1563       | -76.93          | 11.90          
1564       | -96.13          | 22.14          
1565       | -111.61         | -1.09          
1566       | -121.78         | 7.59           
1567       | -90.89          | -1.76          
1568       | -104.25         | 5.99           
1569       | -68.95          | 28.32          
1570       | -111.42         | -2.78          
1571       | -120.30         | 2.95           
1572       | -119.64         | -2.40          
1573       | -76.84          | 11.04          
1574       | -108.45         | 9.93           
1575       | -115.90         | 4.60           
1576       | -240.00         | 9.26           
1577       | -117.32         | 8.24           
1578       | -89.92          | 12.86          
1579       | -109.61         | -1.31          
1580       | -106.72         | 7.16           
1581       | -108.24         | -15.63         
1582       | -121.05         | 4.34           
1583       | -77.47          | 6.41           
1584       | -118.59         | 4.34           
1585       | -113.54         | 3.76           
1586       | -104.43         | 14.01          
1587       | -117.27         | -1.91          
1588       | -102.31         | -7.81          
1589       | -109.46         | 1.51           
1590       | -96.69          | 8.98           
1591       | -101.33         | -4.38          
1592       | -82.84          | 16.36          
1593       | -104.39         | 12.40          
1594       | -78.62          | 26.16          
1595       | -101.23         | 2.11           
1596       | -81.14          | 16.66          
1597       | -117.20         | 8.75           
1598       | -111.07         | -2.16          
1599       | -111.82         | 3.21           
1600       | -92.46          | 8.68           
1601       | -113.36         | 1.92           
1602       | -114.68         | 2.44           
1603       | -111.04         | 8.61           
1604       | -134.78         | -11.74         
1605       | -78.91          | 24.04          
1606       | -117.48         | -14.36         
1607       | -141.36         | -6.53          
1608       | -129.67         | -1.72          
1609       | -85.38          | 15.52          
1610       | -81.23          | 15.39          
1611       | -118.49         | -11.99         
1612       | -107.65         | 9.10           
1613       | -104.90         | 8.95           
1614       | -120.15         | 5.62           
1615       | -114.44         | 2.66           
1616       | -108.41         | -1.42          
1617       | -79.76          | 21.86          
1618       | -104.84         | 12.42          
1619       | -87.65          | 5.50           
1620       | -96.86          | 3.87           
1621       | -107.89         | 12.95          
1622       | -117.48         | 9.19           
1623       | -101.88         | 9.51           
1624       | -90.93          | -14.05         
1625       | -101.19         | -1.90          
1626       | -114.45         | -4.59          
1627       | -99.94          | 0.15           
1628       | -88.34          | 27.53          
1629       | -88.55          | 14.86          
1630       | -112.79         | -17.68         
1631       | -104.42         | 0.30           
1632       | -99.34          | 10.05          
1633       | -110.17         | 1.54           
1634       | -65.78          | 11.82          
1635       | -113.17         | 4.69           
1636       | -110.99         | -0.28          
1637       | -97.14          | 14.04          
1638       | -120.76         | 10.40          
1639       | -122.76         | 9.38           
1640       | -103.08         | 13.55          
1641       | -117.38         | -7.83          
1642       | -87.59          | 12.40          
1643       | -100.66         | 6.59           
1644       | -73.33          | 27.02          
1645       | -115.22         | 9.56           
1646       | -87.25          | 12.87          
1647       | -88.30          | 13.04          
1648       | -83.14          | 13.66          
1649       | -92.16          | 12.35          
1650       | -81.34          | 27.90          
1651       | -117.23         | 3.85           
1652       | -117.30         | 0.10           
1653       | -109.23         | 10.45          
1654       | -119.41         | 22.62          
1655       | -125.09         | -2.52          
1656       | -118.54         | -11.08         
1657       | -73.50          | 25.14          
1658       | -98.84          | 9.69           
1659       | -77.92          | 26.81          
1660       | -115.14         | -7.01          
1661       | -104.41         | -2.58          
1662       | -100.04         | 1.73           
1663       | -103.32         | -14.93         
1664       | -117.35         | 5.19           
1665       | -114.11         | 14.93          
1666       | -103.56         | -13.62         
1667       | -105.28         | 11.95          
1668       | -121.31         | 0.83           
1669       | -96.87          | 9.78           
1670       | -109.42         | -2.27          
1671       | -76.44          | 22.24          
1672       | -94.84          | -13.54         
1673       | -117.17         | -1.92          
1674       | -117.08         | 1.57           
1675       | -95.07          | 2.06           
1676       | -99.88          | 0.13           
1677       | -83.73          | 10.84          
1678       | -103.18         | -2.11          
1679       | -240.00         | 10.57          
1680       | -108.21         | 4.94           
1681       | -110.65         | 13.70          
1682       | -117.36         | 20.02          
1683       | -122.51         | 3.19           
1684       | -99.83          | 7.87           
1685       | -72.05          | 15.60          
1686       | -101.61         | 12.95          
1687       | -91.24          | -4.65          
1688       | -99.79          | 18.80          
1689       | -119.60         | 12.30          
1690       | -88.29          | 11.81          
1691       | -123.93         | 4.78           
1692       | -240.00         | 2.03           
1693       | -103.75         | -4.39          
1694       | -97.74          | 13.23          
1695       | -112.88         | -4.39          
1696       | -72.41          | 14.89          
1697       | -99.26          | 5.79           
1698       | -76.54          | 24.38          
1699       | -74.72          | 15.96          
1700       | -103.37         | 2.99           
1701       | -114.06         | -0.15          
1702       | -107.28         | -4.43          
1703       | -85.62          | 13.82          
1704       | -86.65          | 9.62           
1705       | -111.77         | 7.70           
1706       | -111.71         | 6.06           
1707       | -108.26         | 1.72           
1708       | -115.41         | -0.43          
1709       | -90.98          | 8.71           
1710       | -94.58          | -0.32          
1711       | -94.60          | 9.56           
1712       | -111.13         | 2.49           
1713       | -123.52         | 3.08           
1714       | -76.53          | 29.09          
1715       | -116.30         | 3.53           
1716       | -126.98         | 1.21           
1717       | -93.79          | 9.75           
1718       | -113.59         | -5.77          
1719       | -111.11         | -7.92          
1720       | -99.06          | 9.51           
1721       | -98.82          | 0.91           
1722       | -106.53         | 15.78          
1723       | -93.68          | -1.26          
1724       | -120.78         | -5.96          
1725       | -155.55         | 3.53           
1726       | -76.09          | 18.29          
1727       | -114.35         | -0.23          
1728       | -105.94         | 4.62           
1729       | -109.09         | -13.72         
1730       | -84.73          | 16.08          
1731       | -96.34          | 9.44           
1732       | -113.84         | -3.64          
1733       | -110.85         | 6.62           
1734       | -73.50          | 13.40          
1735       | -99.41          | 9.74           
1736       | -100.75         | 8.51           
1737       | -114.94         | -7.81          
1738       | -109.37         | -2.98          
1739       | -111.19         | 3.03           
1740       | -113.25         | 3.75           
1741       | -109.16         | -2.56          
1742       | -99.80          | 4.98           
1743       | -113.46         | -5.41          
1744       | -97.07          | 9.50           
1745       | -100.00         | -0.01          
1746       | -114.72         | 5.18           
1747       | -240.00         | 7.97           
1748       | -108.08         | 0.01           
1749       | -100.41         | 15.75          
1750       | -90.97          | -8.86          
1751       | -100.13         | -13.10         
1752       | -114.69         | -2.34          
1753       | -118.80         | 4.16           
1754       | -117.91         | 7.21           
1755       | -113.93         | 6.23           
1756       | -109.74         | 11.76          
1757       | -86.51          | 12.76          
1758       | -96.70          | -11.78         
1759       | -100.55         | 3.71           
1760       | -104.39         | 12.35          
1761       | -114.31         | 10.27          
1762       | -123.76         | 4.88           
1763       | -107.22         | 1.85           
1764       | -84.68          | 13.13          
1765       | -91.18          | -14.14         
1766       | -111.23         | -10.43         
1767       | -120.77         | 5.43           
1768       | -116.62         | -0.73          
1769       | -104.28         | 14.19          
1770       | -110.19         | 11.91          
1771       | -103.56         | 10.56          
1772       | -103.13         | 15.61          
1773       | -103.61         | 6.55           
1774       | -125.32         | 0.45           
1775       | -102.71         | 8.58           
1776       | -109.98         | 13.37          
1777       | -92.99          | 6.33           
1778       | -120.40         | 14.29          
1779       | -112.07         | -7.88          
1780       | -98.35          | 2.99           
1781       | -87.35          | 5.76           
1782       | -132.69         | -2.65          
1783       | -109.92         | 3.24           
1784       | -105.78         | 7.96           
1785       | -97.74          | 0.62           
1786       | -121.34         | 0.19           
1787       | -95.94          | 3.49           
1788       | -118.96         | -8.46          
1789       | -120.56         | 11.28          
1790       | -105.03         | -0.31          
1791       | -240.00         | 1.36           
1792       | -124.90         | -3.07          
1793       | -110.34         | 4.01           
1794       | -75.15          | 27.61          
1795       | -88.36          | 11.60          
1796       | -107.02         | 15.52          
1797       | -108.32         | -8.08          
1798       | -93.78          | 5.01           
1799       | -91.34          | 4.10           
1800       | -106.83         | -7.23          
1801       | -81.10          | 13.76          
1802       | -114.30         | 9.91           
1803       | -84.69          | 12.11          
1804       | -101.73         | 4.05           
1805       | -99.66          | 10.28          
1806       | -118.10         | 9.18           
1807       | -116.83         | 0.67           
1808       | -117.37         | -4.16          
1809       | -240.00         | -1.24          
1810       | -94.78          | -2.41          
1811       | -128.44         | -6.62          
1812       | -102.03         | 2.78           
1813       | -131.31         | -4.95          
1814       | -240.00         | 14.68          
1815       | -111.68         | 5.16           
1816       | -123.34         | 6.53           
1817       | -118.72         | -9.88          
1818       | -107.85         | 7.43           
1819       | -117.25         | -3.08          
1820       | -83.09          | 3.74           
1821       | -118.05         | 1.83           
1822       | -77.44          | 28.92          
1823       | -100.53         | 2.21           
1824       | -126.31         | 5.81           
1825       | -111.63         | 6.48           
1826       | -112.69         | -2.24          
1827       | -102.75         | 1.95           
1828       | -84.80          | 9.40           
1829       | -74.13          | 28.82          
1830       | -108.54         | 2.76           
1831       | -77.95          | 26.96          
1832       | -103.70         | 4.17           
1833       | -117.86         | 1.68           
1834       | -87.15          | -2.48          
1835       | -86.77          | 2.02           
1836       | -112.69         | 5.13           
1837       | -100.05         | -1.71          
1838       | -128.13         | 3.72           
1839       | -93.10          | 13.87          
1840       | -240.00         | 15.73          
1841       | -119.66         | -0.51          
1842       | -90.55          | 24.09          
1843       | -87.48          | 10.33          
1844       | -90.61          | 4.07           
1845       | -122.77         | 1.71           
1846       | -119.48         | -6.56          
1847       | -87.48          | 20.56          
1848       | -92.32          | 26.96          
1849       | -94.83          | 6.53           
1850       | -110.29         | 3.38           
1851       | -110.83         | 8.71           
1852       | -116.64         | 9.85           
1853       | -85.92          | 26.74          
1854       | -240.00         | 16.10          
1855       | -114.13         | 11.78          
1856       | -69.59          | 30.18          
1857       | -80.27          | 22.40          
1858       | -99.84          | -5.03          
1859       | -117.03         | 8.51           
1860       | -113.97         | 5.03           
1861       | -82.43          | 16.91          
1862       | -109.73         | -0.15          
1863       | -97.45          | 15.31          
1864       | -119.61         | 3.18           
1865       | -125.15         | -5.62          
1866       | -108.34         | -7.87          
1867       | -105.83         | 5.03           
1868       | -133.72         | 5.14           
1869       | -73.46          | 25.73          
1870       | -88.02          | 17.54          
1871       | -104.34         | 1.54           
1872       | -110.00         | -3.47          
1873       | -114.29         | 5.39           
1874       | -112.95         | 3.28           
1875       | -100.20         | 15.47          
1876       | -108.73         | 6.48           
1877       | -105.39         | 0.54           
1878       | -101.43         | 9.56           
1879       | -74.99          | 23.49          
1880       | -83.02          | 12.06          
1881       | -103.14         | 14.09          
1882       | -90.89          | 4.84           
1883       | -114.27         | 9.66           
1884       | -90.78          | 13.06          
1885       | -64.45          | 15.13          
1886       | -101.66         | 9.07           
1887       | -103.83         | -0.28          
1888       | -82.58          | 14.45          
1889       | -93.18          | 7.71           
1890       | -115.48         | 13.72          
1891       | -111.31         | -0.55          
1892       | -102.49         | 4.76           
1893       | -101.54         | -3.87          
1894       | -102.71         | -7.59          
1895       | -91.07          | -5.28          
1896       | -79.67          | 14.58          
1897       | -240.00         | 6.70           
1898       | -95.48          | 16.85          
1899       | -83.81          | 7.64           
1900       | -108.15         | 1.67           
1901       | -98.67          | 13.68          
1902       | -100.92         | -9.44          
1903       | -68.00          | 18.74          
1904       | -108.70         | -7.90          
1905       | -100.61         | 5.05           
1906       | -115.05         | 2.33           
1907       | -96.78          | 3.65           
1908       | -100.03         | 9.58           
1909       | -104.83         | 5.98           
1910       | -119.50         | 7.41           
1911       | -91.60          | 15.97          
1912       | -80.66          | 13.96          
1913       | -102.07         | 1.62           
1914       | -96.72          | -9.78          
1915       | -110.50         | -7.24          
1916       | -99.36          | 7.89           
1917       | -108.56         | -18.09         
1918       | -104.77         | 9.45           
1919       | -104.66         | 9.24           
1920       | -96.26          | 12.15          
1921       | -100.12         | 8.39           
1922       | -91.44          | 7.50           
1923       | -119.87         | -11.88         
1924       | -115.23         | 0.09           
1925       | -114.12         | 12.15          
1926       | -108.43         | -7.99          
1927       | -88.89          | 1.93           
1928       | -127.81         | -7.62          
1929       | -102.35         | 16.14          
1930       | -136.53         | -2.03          
1931       | -75.21          | 21.70          
1932       | -100.42         | -3.59          
1933       | -113.05         | 12.87          
1934       | -90.59          | 14.48          
1935       | -110.80         | -0.37          
1936       | -107.93         | 9.62           
1937       | -111.64         | 12.07          
1938       | -100.16         | 3.23           
1939       | -110.92         | 6.06           
1940       | -85.71          | 24.97          
1941       | -104.45         | 9.22           
1942       | -120.46         | 14.59          
1943       | -107.04         | 10.24          
1944       | -116.75         | 3.64           
1945       | -107.49         | 5.95           
1946       | -103.23         | -8.60          
1947       | -103.16         | 8.07           
1948       | -88.22          | 12.65          
1949       | -104.54         | 13.88          
1950       | -106.52         | 13.29          
1951       | -108.55         | 0.54           
1952       | -107.64         | 9.94           
1953       | -86.41          | 13.95          
1954       | -112.58         | 10.31          
1955       | -103.55         | 14.05          
1956       | -122.36         | 1.82           
1957       | -132.41         | -8.27          
1958       | -108.97         | 12.42          
1959       | -107.07         | 12.46          
1960       | -94.35          | 16.38          
1961       | -91.37          | 25.16          
1962       | -111.37         | 6.11           
1963       | -112.06         | 4.09           
1964       | -84.45          | 8.35           
1965       | -122.00         | -2.33          
1966       | -116.84         | -1.30          
1967       | -97.98          | 10.19          
1968       | -111.10         | 1.84           
1969       | -110.94         | 1.45           
1970       | -95.21          | 10.58          
1971       | -80.53          | 16.71          
1972       | -106.45         | -0.24          
1973       | -83.29          | 22.21          
1974       | -93.43          | 12.96          
1975       | -106.52         | -18.40         
1976       | -94.79          | 5.01           
1977       | -126.77         | -3.55          
1978       | -121.31         | 8.67           
1979       | -100.52         | 8.36           
1980       | -88.26          | 18.94          
1981       | -78.37          | 12.06          
1982       | -89.29          | 20.99          
1983       | -107.69         | -2.02          
1984       | -72.59          | 28.72          
1985       | -90.48          | 0.35           
1986       | -118.63         | 7.00           
1987       | -80.07          | 9.23           
1988       | -116.32         | 4.41           
1989       | -106.45         | 0.51           
1990       | -110.31         | 7.79           
1991       | -108.71         | 18.29          
1992       | -105.62         | 12.97          
1993       | -99.75          | -5.98          
1994       | -81.23          | 1.79           
1995       | -77.26          | 20.89          
1996       | -83.97          | 25.52          
1997       | -107.99         | 5.24           
1998       | -114.15         | 11.30          
1999       | -117.85         | 5.36           
2000       | -121.00         | -9.26          
2001       | -96.18          | 11.18          
2002       | -89.02          | 17.34          
2003       | -89.65          | 12.12          
2004       | -124.49         | -17.01         
2005       | -112.09         | 8.33           
2006       | -111.03         | -4.42          
2007       | -79.69          | 15.48          
2008       | -118.08         | 5.65           
2009       | -125.18         | 4.28           
2010       | -84.02          | 25.27          
2011       | -100.74         | 14.77          
2012       | -78.73          | 15.60          
2013       | -95.38          | 5.22           
2014       | -125.15         | -6.55          
2015       | -103.97         | 9.28           
2016       | -96.85          | 8.13           
2017       | -122.34         | -7.22          
2018       | -112.39         | -18.85         
2019       | -77.07          | 23.77          
2020       | -126.32         | -23.61         
2021       | -240.00         | 6.96           
2022       | -72.95          | 12.11          
2023       | -103.18         | -0.85          
2024       | -112.16         | -18.91         
2025       | -103.57         | 4.65           
2026       | -124.22         | 8.14           
2027       | -97.89          | 4.16           
2028       | -104.53         | 5.51           
2029       | -103.11         | 6.52           
2030       | -115.13         | -8.34          
2031       | -106.06         | 13.57          
2032       | -80.28          | 25.90          
2033       | -72.49          | 24.42          
2034       | -110.86         | 6.90           
2035       | -119.99         | 3.05           
2036       | -93.61          | 14.46          
2037       | -95.96          | 3.89           
2038       | -117.26         | 12.99          
2039       | -105.39         | 9.18           
2040       | -72.50          | 19.20          
2041       | -109.68         | 5.48           
2042       | -96.07          | 8.36           
2043       | -117.86         | 8.36           
2044       | -103.29         | 0.69           
2045       | -110.03         | 2.60           
2046       | -110.79         | -4.32          
2047       | -119.98         | 0.03           
2048       | -130.37         | -4.96          
2049       | -120.04         | -6.16          
2050       | -130.84         | 0.63           
2051       | -68.50          | 23.17          
2052       | -123.96         | 4.30           
2053       | -130.95         | -8.62          
2054       | -105.09         | 10.03          
2055       | -109.42         | 2.32           
2056       | -111.61         | 9.99           
2057       | -79.89          | 12.59          
2058       | -124.33         | 9.92           
2059       | -98.86          | 7.36           
2060       | -113.49         | -4.42          
2061       | -116.24         | -2.50          
2062       | -85.74          | 2.23           
2063       | -109.32         | 5.72           
2064       | -118.90         | 2.06           
2065       | -77.05          | 26.88          
2066       | -77.18          | 26.78          
2067       | -80.30          | 15.63          
2068       | -93.18          | 30.92          
2069       | -109.84         | 14.47          
2070       | -81.42          | 23.57          
2071       | -104.95         | 7.87           
2072       | -102.08         | 9.55           
2073       | -79.97          | 15.33          
2074       | -78.06          | 15.31          
2075       | -118.53         | 7.46           
2076       | -101.65         | 1.47           
2077       | -114.47         | 0.76           
2078       | -115.13         | 3.46           
2079       | -112.29         | 1.21           
2080       | -117.60         | 10.49          
2081       | -89.68          | 4.30           
2082       | -80.53          | 15.31          
2083       | -111.20         | 8.52           
2084       | -130.61         | -7.98          
2085       | -110.33         | 0.38           
2086       | -104.04         | 0.33           
2087       | -110.92         | 2.26           
2088       | -100.50         | 2.07           
2089       | -87.19          | 15.20          
2090       | -120.87         | 2.12           
2091       | -115.98         | 11.97          
2092       | -109.20         | 6.03           
2093       | -126.70         | -4.80          
2094       | -113.00         | -2.38          
2095       | -103.80         | -3.98          
2096       | -106.93         | 6.04           
2097       | -117.19         | 5.97           
2098       | -98.46          | 8.90           
2099       | -120.20         | 8.02           
2100       | -114.64         | 0.71           
2101       | -78.99          | 10.14          
2102       | -94.20          | 18.69          
2103       | -112.42         | -2.76          
2104       | -107.72         | -2.66          
2105       | -89.19          | 6.56           
2106       | -103.55         | 14.17          
2107       | -124.62         | 9.55           
2108       | -92.06          | 12.59          
2109       | -110.12         | 1.79           
2110       | -99.47          | 3.03           
2111       | -99.46          | 5.18           
2112       | -87.32          | 16.13          
2113       | -75.98          | 20.34          
2114       | -110.31         | 1.19           
2115       | -119.00         | -5.78          
2116       | -89.59          | 16.37          
2117       | -109.73         | 15.06          
2118       | -119.19         | 4.47           
2119       | -114.05         | 8.57           
2120       | -117.25         | -0.44          
2121       | -113.97         | 0.78           
2122       | -88.00          | 19.22          
2123       | -126.89         | 7.30           
2124       | -104.63         | 2.18           
2125       | -116.04         | -4.70          
2126       | -107.27         | 3.49           
2127       | -115.87         | -4.19          
2128       | -114.48         | 6.91           
2129       | -98.94          | 22.27          
2130       | -74.16          | 16.97          
2131       | -123.71         | 0.13           
2132       | -93.95          | 4.86           
2133       | -107.10         | -0.94          
2134       | -102.98         | 3.34           
2135       | -111.76         | 1.33           
2136       | -110.23         | 5.76           
2137       | -118.39         | 1.04           
2138       | -108.80         | -9.26          
2139       | -109.89         | 8.02           
2140       | -120.16         | 5.09           
2141       | -89.32          | 3.00           
2142       | -88.04          | 18.41          
2143       | -115.36         | -4.03          
2144       | -112.91         | 9.79           
2145       | -87.43          | 24.21          
2146       | -102.35         | 7.20           
2147       | -94.51          | 9.34           
2148       | -111.46         | -3.15          
2149       | -103.73         | -5.35          
2150       | -112.71         | -14.85         
2151       | -80.70          | 14.20          
2152       | -81.17          | 11.34          
2153       | -84.59          | 4.52           
2154       | -102.60         | -6.83          
2155       | -71.34          | 30.77          
2156       | -98.92          | 17.10          
2157       | -93.55          | 14.57          
2158       | -121.28         | -0.86          
2159       | -86.23          | 15.43          
2160       | -81.99          | 26.29          
2161       | -81.05          | 26.61          
2162       | -115.11         | -7.11          
2163       | -79.31          | 27.53          
2164       | -110.69         | 6.23           
2165       | -90.16          | -3.09          
2166       | -102.27         | 6.14           
2167       | -115.95         | -2.75          
2168       | -103.10         | 3.01           
2169       | -107.76         | 12.53          
2170       | -99.98          | 11.30          
2171       | -105.39         | 18.95          
2172       | -81.48          | 12.20          
2173       | -99.91          | 4.17           
2174       | -111.04         | 7.14           
2175       | -101.26         | 2.24           
2176       | -126.53         | 5.51           
2177       | -101.78         | -4.44          
2178       | -103.36         | -18.63         
2179       | -97.87          | 14.49          
2180       | -85.48          | 11.09          
2181       | -109.98         | -9.09          
2182       | -114.60         | 0.51           
2183       | -89.43          | 16.94          
2184       | -102.46         | -9.05          
2185       | -129.66         | 2.96           
2186       | -110.69         | 8.83           
2187       | -75.69          | 16.97          
2188       | -108.08         | 0.60           
2189       | -86.59          | 10.64          
2190       | -113.70         | -3.28          
2191       | -91.91          | 5.37           
2192       | -101.69         | -0.28          
2193       | -105.47         | 11.07          
2194       | -72.94          | 27.25          
2195       | -96.49          | -13.94         
2196       | -125.17         | 8.13           
2197       | -100.27         | -5.37          
2198       | -124.19         | 0.54           
2199       | -123.32         | 8.39           
2200       | -108.95         | 6.12           
2201       | -85.28          | 22.30          
2202       | -133.61         | 6.49           
2203       | -120.06         | 2.88           
2204       | -86.43          | 20.03          
2205       | -116.15         | -7.54          
2206       | -98.90          | 12.10          
2207       | -94.79          | -5.74          
2208       | -100.13         | 0.68           
2209       | -113.77         | 0.21           
2210       | -100.61         | 10.98          
2211       | -96.31          | 10.28          
2212       | -85.49          | 9.30           
2213       | -99.60          | 9.01           
2214       | -78.65          | 30.63          
2215       | -73.63          | 15.05          
2216       | -109.00         | 3.66           
2217       | -114.02         | -4.59          
2218       | -113.76         | -9.83          
2219       | -112.31         | 5.78           
2220       | -120.28         | 5.51           
2221       | -114.91         | -7.92          
2222       | -128.10         | -5.02          
2223       | -75.57          | 23.45          
2224       | -240.00         | 0.25           
2225       | -101.29         | -6.11          
2226       | -240.00         | 14.26          
2227       | -81.71          | 30.07          
2228       | -121.01         | 1.10           
2229       | -120.94         | 3.12           
2230       | -111.87         | 9.12           
2231       | -117.32         | 0.04           
2232       | -108.92         | 6.96           
2233       | -99.09          | 14.76          
2234       | -111.21         | -3.03          
2235       | -118.48         | -2.97          
2236       | -81.67          | 26.93          
2237       | -79.05          | 11.64          
2238       | -106.65         | -2.78          
2239       | -112.59         | -1.58          
2240       | -112.54         | -0.69          
2241       | -142.19         | 5.66           
2242       | -104.90         | -14.73         
2243       | -115.75         | -5.23          
2244       | -240.00         | 20.09          
2245       | -115.77         | -21.72         
2246       | -127.10         | 6.89           
2247       | -94.71          | -3.27          
2248       | -120.50         | 4.57           
2249       | -104.85         | 1.57           
2250       | -93.54          | 15.44          
2251       | -113.38         | 2.25           
2252       | -91.17          | 6.54           
2253       | -108.88         | 6.43           
2254       | -91.22          | 11.11          
2255       | -69.67          | 16.50          
2256       | -102.89         | 7.32           
2257       | -102.70         | 6.15           
2258       | -108.14         | 2.73           
2259       | -101.96         | 4.99           
2260       | -107.86         | -0.51          
2261       | -128.32         | -2.42          
2262       | -128.56         | -5.23          
2263       | -120.38         | -4.75          
2264       | -84.55          | 11.45          
2265       | -105.96         | 14.60          
2266       | -101.38         | 0.41           
2267       | -119.77         | 4.37           
2268       | -124.02         | -1.21          
2269       | -106.67         | 7.62           
2270       | -102.74         | 12.16          
2271       | -107.30         | 7.81           
2272       | -89.29          | 11.02          
2273       | -116.38         | -8.99          
2274       | -94.34          | 12.33          
2275       | -89.31          | 24.27          
2276       | -92.10          | 2.84           
2277       | -101.65         | 15.29          
2278       | -109.61         | -10.00         
2279       | -117.80         | -20.52         
2280       | -96.72          | 8.52           
2281       | -102.75         | 3.08           
2282       | -99.41          | -4.01          
2283       | -116.14         | 3.90           
2284       | -107.54         | -7.69          
2285       | -91.08          | 14.60          
2286       | -128.50         | -9.64          
2287       | -105.61         | 7.07           
2288       | -80.65          | 14.19          
2289       | -102.12         | 6.82           
2290       | -88.08          | 26.15          
2291       | -120.46         | 1.21           
2292       | -101.02         | 5.53           
2293       | -77.95          | 13.23          
2294       | -134.61         | -5.55          
2295       | -99.74          | 7.52           
2296       | -106.85         | 2.23           
2297       | -117.60         | 8.40           
2298       | -96.30          | 11.61          
2299       | -76.58          | 12.81          
2300       | -123.73         | -0.52          
2301       | -139.39         | -12.04         
2302       | -109.85         | -0.32          
2303       | -119.23         | 0.25           
2304       | -119.01         | -4.06          
2305       | -104.97         | 3.27           
2306       | -100.23         | 13.68          
2307       | -115.67         | 7.84           
2308       | -117.23         | -1.46          
2309       | -101.53         | 9.34           
2310       | -132.65         | 5.17           
2311       | -106.24         | 6.55           
2312       | -92.43          | 0.87           
2313       | -92.90          | 20.24          
2314       | -91.17          | 17.27          
2315       | -96.31          | -2.57          
2316       | -94.91          | 1.44           
2317       | -129.71         | 0.27           
2318       | -105.39         | 4.02           
2319       | -103.34         | 1.59           
2320       | -240.00         | 16.84          
2321       | -104.34         | -1.48          
2322       | -75.64          | 24.38          
2323       | -107.34         | 7.81           
2324       | -96.11          | 8.68           
2325       | -122.95         | 4.07           
2326       | -108.62         | -9.25          
2327       | -112.10         | -1.56          
2328       | -113.59         | 4.92           
2329       | -114.88         | 0.48           
2330       | -97.73          | 11.87          
2331       | -98.36          | -2.25          
2332       | -111.35         | 0.52           
2333       | -75.80          | 13.84          
2334       | -95.87          | 0.03           
2335       | -110.33         | -5.06          
2336       | -111.66         | -3.10          
2337       | -94.47          | 15.34          
2338       | -114.77         | 10.69          
2339       | -113.91         | -3.28          
2340       | -89.75          | 11.32          
2341       | -105.81         | 3.70           
2342       | -100.83         | -1.04          
2343       | -89.84          | 18.30          
2344       | -100.92         | 7.10           
2345       | -126.76         | 4.11           
2346       | -115.40         | -2.10          
2347       | -103.84         | -0.06          
2348       | -110.39         | 5.86           
2349       | -93.61          | -18.19         
2350       | -88.66          | 4.13           
2351       | -109.57         | 10.49          
2352       | -108.58         | 10.85          
2353       | -100.74         | 11.68          
2354       | -127.93         | 3.86           
2355       | -112.88         | 9.83           
2356       | -91.01          | 12.09          
2357       | -96.65          | 18.28          
2358       | -94.90          | 5.30           
2359       | -91.84          | 22.97          
2360       | -98.67          | 11.36          
2361       | -111.77         | 3.36           
2362       | -111.21         | 0.41           
2363       | -103.64         | -13.80         
2364       | -108.83         | 1.60           
2365       | -99.02          | 12.19          
2366       | -96.72          | -6.06          
2367       | -96.57          | 9.63           
2368       | -105.41         | 2.02           
2369       | -111.96         | 3.84           
2370       | -113.81         | -4.32          
2371       | -99.10          | -1.35          
2372       | -97.79          | 5.09           
2373       | -110.04         | -5.38          
